tweet_id,tweet_timestamp,tweet_text,dog_rating_out_of_ten,rating_denominator,name,favorite_count,retweet_count,jpg_url,dog_type,dog_stage
886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,22798,4610,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Error,None
886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,21524,3316,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,pupper
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,28469,6523,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,None
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,33382,7097,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,None
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,36689,6683,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,None
885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,22367,4556,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,None
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,68152,16439,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,None
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,28514,6096,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,None
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,24765,5100,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,None
884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,27478,5856,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,None
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,20771,3128,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,doggo
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,22349,3586,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,None
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,22986,3825,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,floofer
883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,37914,6949,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,None
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,24445,4122,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,None
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,28903,5134,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,pupper
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,28382,6342,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,None
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,45880,12118,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,None
882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,29900,5203,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,None
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,24773,3533,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,None
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,51522,11099,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,None
881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,a,50199,16570,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,pupper
881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,23501,5358,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Error,None
880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,Louis,17346,2886,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Error,None
880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,21734,3989,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,None
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,29075,6546,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,None
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,27640,4436,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,None
880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,None,28150,4533,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,None
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,22667,3642,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,None
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,23822,3323,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,None
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,107956,45849,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,None
879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,17099,3261,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,None
879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,23022,4941,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Error,None
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,19317,2812,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,None
878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,19763,4319,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,puppo
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,7913,1349,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,None
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,42876,7181,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,None
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,71144,17300,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,None
877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,23258,3994,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,None
877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,27907,5414,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,None
877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,27755,5880,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,None
876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,21125,3506,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,pupper
876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,19163,2511,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,None
876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,28490,4903,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,None
875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,25773,4497,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,None
875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,22185,5081,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,None
875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,None,26022,4922,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,None
874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,28439,4875,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,None
874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10.0,Jed,26651,4308,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,pupper
874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,None,23134,4125,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,None
874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10.0,Sebastian,35501,11007,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,puppo
873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10.0,None,24837,4143,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,None
873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10.0,Sierra,7467,1667,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,pupper
872967104147763200,2017-06-09 00:02:31,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10.0,None,28031,5669,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,doggo
872820683541237760,2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10.0,None,15029,3884,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,None
872620804844003328,2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10.0,Monkey,21309,3911,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,None
872486979161796608,2017-06-07 16:14:40,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10.0,None,41606,9429,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,None
872261713294495745,2017-06-07 01:19:32,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13.0,10.0,Harry,35085,6649,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,None
872122724285648897,2017-06-06 16:07:15,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10.0,Kody,35324,8549,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,None
871879754684805121,2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10.0,Lassie,39090,11918,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,None
871762521631449091,2017-06-05 16:15:56,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,10.0,Rover,20787,3678,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,pupper
871515927908634625,2017-06-04 23:56:03,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12.0,10.0,Napolean,20730,3628,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,doggo
871032628920680449,2017-06-03 15:55:36,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,10.0,Boomer,23255,3999,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,None
870804317367881728,2017-06-03 00:48:22,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11.0,10.0,None,33791,6393,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,Error,None
870656317836468226,2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13.0,10.0,Cody,12819,2817,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,None
870374049280663552,2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13.0,10.0,Zoey,85011,27680,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,None
870308999962521604,2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13.0,10.0,Rumble,22453,4384,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,None
870063196459192321,2017-05-31 23:43:25,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14.0,10.0,Clifford,37771,8840,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,Error,None
